current_id,current_latitude,current_longitude,duration,distance,next_id,next_latitude,next_longitude
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,28 dk.,"24,6 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149,16 dk.,"7,9 km",MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,19 dk.,"14,9 km",MG-PLAUD8AN0LPMGFUJWAIO,40.9497961,29.173943
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,41 dk.,"37,4 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,18 dk.,"14,6 km",MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,14 dk.,"7,6 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,25 dk.,"15,8 km",MG-4JCGOHYUHUOCVVHKVKGE,40.9737143,29.0549652
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,31 dk.,"28,0 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,12 dk.,"7,7 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,18 dk.,"7,4 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,26 dk.,"21,5 km",MG-E6HEGRWU1J4PBBGLINBN,40.889254,29.2001113
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,15 dk.,"7,3 km",MG-N5F1BSFYCBSWFCMPENYG,40.979588,29.0669776
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,25 dk.,"16,3 km",MG-X9VCUJWHQBVPQAGDMGXV,40.8888229,29.1874825
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,16 dk.,"7,8 km",MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,22 dk.,"12,5 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,8 dk.,"3,5 km",MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,33 dk.,"27,1 km",MG-PJTPBQMDNFYF13IHOERG,40.908962,29.161173
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,20 dk.,"16,8 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,17 dk.,"5,5 km",MG-FUHNVEMA2ZKC0HFBTCUT,40.96255,29.075716
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,17 dk.,"7,8 km",MG-HOSMOXLSEJUNB6YAGKCM,40.98186700000001,29.0576302
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,17 dk.,"9,4 km",MG-VISH8POGEX9TDVOGRACE,40.9227085,29.1342212
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,19 dk.,"16,2 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,19 dk.,"11,8 km",MG-EJNHCVEPCM9TCEP7WQT3,40.9901694,29.0239624
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,27 dk.,"20,3 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,31 dk.,"27,8 km",MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,23 dk.,"14,6 km",MG-NJ56INKIZI4WVHA0SBRH,40.9680529,29.0663491
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,13 dk.,"5,8 km",MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,35 dk.,"29,7 km",MG-KTQH2ADWMARCG0DLHWKX,40.9845564,29.0477845
MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149,12 dk.,"5,2 km",MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,23 dk.,"16,9 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,32 dk.,"29,2 km",MG-MXSE2OEBH6HUM4ODCDN3,40.9511543,29.1021923
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,23 dk.,"17,7 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,6 dk.,"2,2 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,19 dk.,"12,1 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,26 dk.,"13,5 km",MG-FCQILG1RYT2W2HNIYPZC,40.983599,29.0237147
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,7 dk.,"2,6 km",MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,21 dk.,"17,9 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,26 dk.,"13,9 km",MG-OFSTOW3XC0I7KLN25IWP,40.899417,29.168842
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,6 dk.,"3,6 km",MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,16 dk.,"11,1 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,20 dk.,"9,8 km",MG-PLAUD8AN0LPMGFUJWAIO,40.9497961,29.173943
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,36 dk.,"33,7 km",MG-X9VCUJWHQBVPQAGDMGXV,40.8888229,29.1874825
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,16 dk.,"9,2 km",MG-ZEYXNPOOQRFFM17CVHT4,40.9892774,29.0288635
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,30 dk.,"25,8 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,32 dk.,"21,6 km",MG-FCQILG1RYT2W2HNIYPZC,40.983599,29.0237147
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,19 dk.,"8,0 km",MG-4JCGOHYUHUOCVVHKVKGE,40.9737143,29.0549652
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,16 dk.,"12,8 km",MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,40 dk.,"33,6 km",MG-VISH8POGEX9TDVOGRACE,40.9227085,29.1342212
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,20 dk.,"14,7 km",MG-MXSE2OEBH6HUM4ODCDN3,40.9511543,29.1021923
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,28 dk.,"24,9 km",MG-EJNHCVEPCM9TCEP7WQT3,40.9901694,29.0239624
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,17 dk.,"8,1 km",MG-HOSMOXLSEJUNB6YAGKCM,40.98186700000001,29.0576302
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,31 dk.,"27,9 km",MG-N5F1BSFYCBSWFCMPENYG,40.979588,29.0669776
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,17 dk.,"7,7 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,16 dk.,"6,4 km",MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,28 dk.,"24,1 km",MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,25 dk.,"12,9 km",MG-PJTPBQMDNFYF13IHOERG,40.908962,29.161173
MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149,15 dk.,"13,9 km",MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,14 dk.,"9,9 km",MG-HKDDSLZ7DHNEXPDPO6OX,41.0010389,29.029593
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,22 dk.,"20,3 km",MG-E6HEGRWU1J4PBBGLINBN,40.889254,29.2001113
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,11 dk.,"6,9 km",MG-YAWROOME9WOI7UMDOJBC,40.96451829999999,29.1072718
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,10 dk.,"4,7 km",MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,13 dk.,"6,1 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,18 dk.,"13,5 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,14 dk.,"5,5 km",MG-OQKXLDBMXGBBSWW0MYXC,40.9688014,29.061672
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,5 dk.,"2,0 km",MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,10 dk.,"5,4 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,17 dk.,"6,8 km",MG-NJ56INKIZI4WVHA0SBRH,40.9680529,29.0663491
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,31 dk.,"30,1 km",MG-IRNSVKMNCXT4NDYFXQAD,40.9184004,29.2204548
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,20 dk.,"17,3 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,20 dk.,"19,1 km",MG-HKDDSLZ7DHNEXPDPO6OX,41.0010389,29.029593
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,42 dk.,"38,3 km",MG-PLAUD8AN0LPMGFUJWAIO,40.9497961,29.173943
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,17 dk.,"11,4 km",MG-VU46JMWBFPWZB2Z6G4IO,41.011559,29.0384443
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,27 dk.,"16,5 km",MG-VISH8POGEX9TDVOGRACE,40.9227085,29.1342212
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,17 dk.,"14,1 km",MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,28 dk.,"20,9 km",MG-4JCGOHYUHUOCVVHKVKGE,40.9737143,29.0549652
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,30 dk.,"26,0 km",MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,35 dk.,"32,8 km",MG-7XO7X914F4YUUW5WBHF0,40.9918965,29.0290998
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,20 dk.,"15,7 km",MG-IA4YWZI8ZSBHVNYXTU3B,40.9313247,29.2141777
MG-UK1XOQD21BHA8OJA9NQV,41.1366471,29.090461,26 dk.,"24,8 km",MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,22 dk.,"8,0 km",MG-FUHNVEMA2ZKC0HFBTCUT,40.96255,29.075716
MG-PHFEHG3TXK15NYAUAKJV,41.0187193,29.1921149,16 dk.,"13,6 km",MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,28 dk.,"17,4 km",MG-X9VCUJWHQBVPQAGDMGXV,40.8888229,29.1874825
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,22 dk.,"19,2 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,12 dk.,"5,1 km",MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,24 dk.,"17,4 km",MG-3IZZSUUU6FDKQLKWHOPB,40.9633215,29.0860626
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,10 dk.,"4,8 km",MG-CEDQAJNDAVIO6SAUBPVX,40.9864251,29.066357
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,22 dk.,"15,2 km",MG-KTQH2ADWMARCG0DLHWKX,40.9845564,29.0477845
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,7 dk.,"3,2 km",MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758
MG-XYSU2IQIGAPSWURW4RZY,40.98750099999999,29.100184,16 dk.,"10,1 km",MG-EJNHCVEPCM9TCEP7WQT3,40.9901694,29.0239624
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,12 dk.,"5,7 km",MG-2SYSVZEF8KLLWLVNFAQR,40.9718981,29.0739874
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,32 dk.,"32,6 km",MG-E6HEGRWU1J4PBBGLINBN,40.889254,29.2001113
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,17 dk.,"8,2 km",MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869
MG-LJ99NJO1WVXRTWLTYJSS,41.034379,29.181869,26 dk.,"19,0 km",MG-RCSKVKLO3QBCFEDUVI8R,40.922615,29.173975
MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157,11 dk.,"5,5 km",MG-YAWROOME9WOI7UMDOJBC,40.96451829999999,29.1072718
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,20 dk.,"18,5 km",MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531
MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229,26 dk.,"19,7 km",MG-NJ56INKIZI4WVHA0SBRH,40.9680529,29.0663491
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,22 dk.,"17,2 km",MG-8Y7P0IPO1TEELN1HDSZ9,41.0291666,29.2241438
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,10 dk.,"5,7 km",MG-ZWI9E420TRNGRORREXG7,40.9899141,29.0844299
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,25 dk.,"17,8 km",MG-PLAUD8AN0LPMGFUJWAIO,40.9497961,29.173943
MG-O9ES1GAX0UT0LMEC4ED1,40.982326,29.132531,20 dk.,"17,6 km",MG-QIZRDDGRTCPLIL0OQILI,41.095094,29.087229
MG-HGLGFZLGIHSV4E8KEV0D,40.9980402,29.0997271,23 dk.,"10,8 km",MG-FCQILG1RYT2W2HNIYPZC,40.983599,29.0237147
MG-0PAOFFWBA7LHKMQHZU5F,40.9789263,29.117322,16 dk.,"7,3 km",MG-KTQH2ADWMARCG0DLHWKX,40.9845564,29.0477845
MG-CZPILZVKAZUAHNOIROBA,41.0213777,29.1436103,12 dk.,"5,1 km",MG-OT3HMPVMUMGHFKJ2XSL8,40.9869642,29.1319157
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,21 dk.,"11,9 km",MG-ZEYXNPOOQRFFM17CVHT4,40.9892774,29.0288635
MG-XNG4VMYICFBH7V9KRD9P,40.9939749,29.1226758,27 dk.,"20,5 km",MG-OFSTOW3XC0I7KLN25IWP,40.899417,29.168842
